sale_id,date,customer_id,name,city,product_name,category,quantity,total_amount,payment_method
SALE-000073,2026-01-05 18:18:26,CUS-004757,Ema Carbonell-Vicente,Piura,Hogar Item 542,Hogar,1,1034.2,Efectivo
SALE-000074,2026-03-14 16:52:38,CUS-006172,Loreto Clara Rocamora Palomino,Trujillo,Electrohogar Item 591,Electrohogar,1,2458.17,Débito
SALE-000075,2026-04-10 23:25:06,CUS-001960,María Teresa Palomino Requena,Piura,Tecnología Item 64,Tecnología,2,4686.63,Efectivo
SALE-000076,2026-03-19 19:50:12,CUS-006034,Roberta Cabo Paz,Cusco,Calzado Item 571,Calzado,1,254.79,App Fpay
SALE-000077,2026-03-20 22:14:37,CUS-006603,Jaime del Angulo,Lima,Electrohogar Item 431,Electrohogar,1,3074.58,Débito
SALE-000078,2026-05-10 19:09:57,CUS-000372,Juana Barón Cerdá,Lima,Calzado Item 860,Calzado,1,358.0,Efectivo
SALE-000079,2026-01-09 00:00:19,CUS-009477,Leyre Galán Valera,Trujillo,Hogar Item 721,Hogar,2,1550.01,Tarjeta CMR
SALE-000080,2026-01-30 08:23:57,CUS-007988,Julián Solera,Trujillo,Moda Item 473,Moda,1,238.11,Débito
SALE-000081,2026-04-27 01:11:46,CUS-002283,Geraldo Estévez Cañellas,Cusco,Tecnología Item 192,Tecnología,1,1344.72,App Fpay
SALE-000082,2026-02-20 09:00:37,CUS-000396,Mohamed de Lobo,Lima,Calzado Item 405,Calzado,1,593.1,Efectivo
SALE-000083,2026-05-03 15:27:24,CUS-000494,Evelia Pedraza Aranda,Lima,Moda Item 841,Moda,1,53.09,App Fpay
SALE-000084,2026-05-10 05:08:21,CUS-001404,Moreno Luis Ángel Rocamora Parra,Cusco,Electrohogar Item 724,Electrohogar,2,8020.78,Tarjeta CMR
SALE-000085,2026-04-23 17:23:09,CUS-000937,Patricia Marisa Moll Piña,Arequipa,Electrohogar Item 599,Electrohogar,4,16342.48,Débito
SALE-000086,2026-03-13 22:37:57,CUS-000485,Georgina Múñiz-Fuentes,Lima,Calzado Item 950,Calzado,3,659.37,Efectivo
SALE-000087,2026-02-08 09:52:27,CUS-009685,Toribio Balaguer-Aparicio,Arequipa,Tecnología Item 733,Tecnología,1,4093.99,Tarjeta CMR
SALE-000088,2026-03-04 11:41:42,CUS-005921,Ildefonso Bertrán Prado,Lima,Calzado Item 317,Calzado,1,439.04,App Fpay
SALE-000089,2026-02-15 22:53:10,CUS-007122,Yéssica del Criado,Piura,Moda Item 713,Moda,4,470.25,Efectivo
SALE-000090,2026-02-12 13:02:12,CUS-000480,Asdrubal Quevedo Canales,Trujillo,Electrohogar Item 108,Electrohogar,2,4293.14,Efectivo
SALE-000091,2026-01-31 17:14:11,CUS-003144,Ciro del Guitart,Trujillo,Moda Item 987,Moda,1,209.43,Débito
SALE-000092,2026-04-29 06:28:18,CUS-008067,Ainoa Calatayud-Guardia,Piura,Hogar Item 495,Hogar,2,421.02,Débito
SALE-000093,2026-02-18 18:23:52,CUS-002809,Concepción Gabaldón Parejo,Piura,Electrohogar Item 685,Electrohogar,1,1125.96,Tarjeta CMR
SALE-000094,2026-02-08 13:13:08,CUS-001840,Cecilia Abascal Otero,Trujillo,Hogar Item 119,Hogar,3,2467.38,App Fpay
SALE-000095,2026-02-11 14:20:25,CUS-008378,Hilario Diaz Sierra,Trujillo,Calzado Item 494,Calzado,1,242.05,App Fpay
SALE-000096,2026-04-06 16:29:11,CUS-004582,Eli Lucas Borrego,Trujillo,Calzado Item 291,Calzado,2,162.96,Tarjeta CMR
SALE-000097,2026-04-10 19:49:34,CUS-006704,Alexandra Esteve Gómez,Cusco,Tecnología Item 742,Tecnología,1,1336.46,App Fpay
SALE-000098,2026-01-11 14:31:34,CUS-005160,Felisa Velázquez Salas,Lima,Electrohogar Item 558,Electrohogar,1,1773.24,App Fpay
SALE-000099,2026-01-30 20:27:33,CUS-007612,Santos Pinto Giménez,Trujillo,Electrohogar Item 700,Electrohogar,1,1656.46,Tarjeta CMR
SALE-000100,2026-02-25 11:11:02,CUS-004074,Otilia López Aguirre,Arequipa,Moda Item 853,Moda,3,161.82,Efectivo
SALE-000101,2026-01-24 15:56:25,CUS-001362,Pánfilo Gallardo Ocaña,Piura,Hogar Item 735,Hogar,1,1064.63,Débito
SALE-000102,2026-02-18 10:05:53,CUS-004300,Néstor Ildefonso Escamilla Márquez,Cusco,Moda Item 563,Moda,1,205.52,Efectivo
SALE-000103,2026-03-09 07:33:43,CUS-004302,Jonatan Morales Gelabert,Trujillo,Hogar Item 865,Hogar,1,1044.59,App Fpay
SALE-000104,2026-04-20 03:23:14,CUS-001653,Teobaldo Basilio Coello Toro,Cusco,Electrohogar Item 201,Electrohogar,1,1780.14,Débito
SALE-000105,2026-04-24 02:08:39,CUS-007810,Lina Ferrando Cabanillas,Piura,Electrohogar Item 586,Electrohogar,1,2972.52,Efectivo
SALE-000106,2026-04-02 07:34:21,CUS-001773,Teófilo Cifuentes Bastida,Cusco,Moda Item 123,Moda,1,121.95,App Fpay
SALE-000107,2026-01-20 07:12:51,CUS-003239,Rosendo Bonifacio Barco Redondo,Piura,Tecnología Item 76,Tecnología,1,4601.17,App Fpay
SALE-000108,2026-04-07 13:26:19,CUS-009246,Manolo Marí,Piura,Calzado Item 39,Calzado,1,293.98,Tarjeta CMR
SALE-000109,2026-04-28 19:12:59,CUS-003807,Saturnina Fortunata Tormo Perales,Arequipa,Tecnología Item 79,Tecnología,1,3490.12,Tarjeta CMR
SALE-000110,2026-04-19 18:50:03,CUS-003846,Julie de Blasco,Piura,Hogar Item 492,Hogar,2,1388.13,App Fpay
SALE-000111,2026-03-17 17:42:15,CUS-002706,Aitor Lladó,Lima,Tecnología Item 432,Tecnología,1,6144.41,Débito
SALE-000112,2026-05-07 00:18:42,CUS-000208,Rafael Germán Puig Agustí,Trujillo,Moda Item 140,Moda,3,220.53,Débito
SALE-000113,2026-03-03 13:29:13,CUS-000998,Olegario Escudero Llano,Trujillo,Electrohogar Item 184,Electrohogar,1,2024.79,Débito
SALE-000114,2026-04-27 21:28:45,CUS-001168,Nydia Clemente-Simó,Arequipa,Tecnología Item 746,Tecnología,1,6926.63,Tarjeta CMR
SALE-000115,2026-03-14 01:49:14,CUS-000344,César Barco,Piura,Tecnología Item 618,Tecnología,1,1347.85,App Fpay
SALE-000116,2026-02-04 02:51:51,CUS-009821,Vilma Serra Portero,Arequipa,Tecnología Item 417,Tecnología,1,4002.65,App Fpay
SALE-000117,2026-04-04 02:27:33,CUS-005935,Leonel Rivas Mayoral,Trujillo,Tecnología Item 220,Tecnología,1,5577.06,Tarjeta CMR
SALE-000118,2026-02-23 09:42:32,CUS-003907,Mohamed Ortuño González,Arequipa,Tecnología Item 695,Tecnología,1,1456.48,Débito
SALE-000119,2026-04-15 06:06:26,CUS-003482,Gregorio Cañizares Gómez,Lima,Calzado Item 30,Calzado,2,732.09,Efectivo
SALE-000120,2026-03-28 04:17:05,CUS-008996,Emperatriz Cueto,Arequipa,Hogar Item 153,Hogar,1,976.55,Tarjeta CMR
SALE-000121,2026-02-08 15:45:08,CUS-004002,Luisa Buendía Moliner,Cusco,Hogar Item 259,Hogar,2,1700.42,Tarjeta CMR
SALE-000122,2026-02-17 06:40:44,CUS-009849,Alejo Vicens Murillo,Lima,Calzado Item 965,Calzado,1,247.44,App Fpay
SALE-000123,2026-03-14 02:18:31,CUS-003115,Faustino Eduardo Oller Valentín,Piura,Moda Item 866,Moda,1,130.59,Tarjeta CMR
SALE-000124,2026-05-11 02:03:46,CUS-008639,Américo Valbuena Huerta,Trujillo,Moda Item 55,Moda,3,200.63,App Fpay
SALE-000125,2026-03-21 14:05:49,CUS-009299,Perlita Casals-Hoz,Lima,Moda Item 391,Moda,1,291.6,App Fpay
SALE-000126,2026-01-26 07:20:04,CUS-000937,Patricia Marisa Moll Piña,Arequipa,Hogar Item 154,Hogar,1,384.95,Tarjeta CMR
SALE-000127,2026-03-20 06:24:15,CUS-003307,Socorro Alegria,Piura,Hogar Item 739,Hogar,2,1448.5,Tarjeta CMR
SALE-000128,2026-04-05 07:41:16,CUS-002472,Áurea Eva Moles Baños,Arequipa,Tecnología Item 446,Tecnología,1,4297.05,Efectivo
SALE-000129,2026-04-10 14:34:22,CUS-000430,Chus Gilabert Arias,Lima,Moda Item 943,Moda,1,96.07,App Fpay
SALE-000130,2026-02-07 16:43:46,CUS-005010,Adalberto Bosch Busquets,Piura,Tecnología Item 509,Tecnología,3,7539.72,Efectivo
SALE-000131,2026-02-09 22:21:52,CUS-000538,Eva Hurtado-Valenciano,Cusco,Electrohogar Item 179,Electrohogar,1,3287.5,Débito
SALE-000132,2026-01-06 01:14:46,CUS-007567,Valentín de Reguera,Cusco,Calzado Item 164,Calzado,2,472.43,Débito
SALE-000133,2026-02-06 07:18:57,CUS-000481,Asdrubal Falcón Álvaro,Piura,Tecnología Item 513,Tecnología,1,1361.47,App Fpay
SALE-000134,2026-01-15 12:32:11,CUS-009599,Iker Valenzuela Patiño,Cusco,Calzado Item 751,Calzado,1,187.96,Tarjeta CMR
SALE-000135,2026-04-03 04:48:20,CUS-006637,Sosimo de Gárate,Piura,Calzado Item 353,Calzado,2,250.96,Efectivo
SALE-000136,2026-02-06 07:16:31,CUS-001251,Asunción Suarez Ribas,Piura,Moda Item 682,Moda,1,98.89,App Fpay
SALE-000137,2026-02-07 04:26:35,CUS-007177,Renato del Aparicio,Cusco,Hogar Item 59,Hogar,1,144.92,Tarjeta CMR
SALE-000138,2026-01-18 08:17:26,CUS-001894,Margarita del Guillen,Arequipa,Moda Item 55,Moda,1,78.68,Tarjeta CMR
SALE-000139,2026-02-23 08:32:24,CUS-003944,Santiago de Nuñez,Piura,Calzado Item 63,Calzado,1,425.14,App Fpay
SALE-000140,2026-03-24 17:34:21,CUS-007347,Vinicio Alcántara Morell,Trujillo,Moda Item 843,Moda,1,43.73,Efectivo
SALE-000141,2026-02-21 15:34:04,CUS-009087,Dora Alonso Luján,Arequipa,Moda Item 787,Moda,3,772.92,Efectivo
SALE-000142,2026-01-06 12:11:23,CUS-006104,José Adora Mármol Comas,Arequipa,Electrohogar Item 348,Electrohogar,2,8084.9,Efectivo
SALE-000143,2026-02-24 05:01:27,CUS-002897,Encarnacion España Pellicer,Cusco,Tecnología Item 823,Tecnología,1,5334.85,Débito
SALE-000144,2026-03-17 11:32:19,CUS-001685,Tamara Meléndez Aranda,Cusco,Hogar Item 323,Hogar,1,34.37,Efectivo
SALE-000145,2026-03-14 05:14:25,CUS-003507,Plácido Arcos Torralba,Trujillo,Hogar Item 130,Hogar,1,665.34,Débito
SALE-000146,2026-02-12 11:23:41,CUS-009328,Silvio Alba Baeza,Arequipa,Calzado Item 470,Calzado,4,1305.12,Tarjeta CMR
SALE-000147,2026-01-07 06:44:48,CUS-005955,Ovidio Company Zurita,Trujillo,Hogar Item 514,Hogar,2,627.34,Débito
SALE-000148,2026-03-05 11:51:06,CUS-001327,Emperatriz Estévez Borrell,Arequipa,Calzado Item 30,Calzado,1,430.64,Tarjeta CMR
SALE-000149,2026-04-17 13:28:34,CUS-009361,Hortensia Cámara Agustí,Piura,Hogar Item 126,Hogar,4,4595.2,Tarjeta CMR
SALE-000150,2026-03-04 23:22:50,CUS-001371,Eusebia Encarnacion Cantero Marí,Arequipa,Moda Item 916,Moda,1,331.56,Débito
SALE-000151,2026-04-24 21:53:13,CUS-002869,Amor Baquero Mayol,Cusco,Electrohogar Item 627,Electrohogar,3,8059.99,Efectivo
SALE-000152,2026-01-02 14:41:35,CUS-008696,Nico Pombo Pino,Cusco,Hogar Item 464,Hogar,1,720.0,Débito
SALE-000153,2026-01-01 15:29:00,CUS-008745,Santos de Ribera,Cusco,Moda Item 409,Moda,2,594.98,Tarjeta CMR
SALE-000154,2026-04-15 03:59:03,CUS-002232,Eduardo del Alsina,Arequipa,Tecnología Item 752,Tecnología,1,968.51,App Fpay
SALE-000155,2026-04-26 05:53:39,CUS-006640,Encarnación Rosa Cortes,Arequipa,Electrohogar Item 330,Electrohogar,4,11004.0,Tarjeta CMR
SALE-000156,2026-02-14 20:08:15,CUS-007543,Tatiana Serra Mata,Arequipa,Hogar Item 482,Hogar,1,654.55,App Fpay
SALE-000157,2026-02-13 18:01:00,CUS-000405,Macaria Pepita Tovar Juárez,Piura,Tecnología Item 220,Tecnología,4,22308.24,App Fpay
SALE-000158,2026-03-16 03:48:22,CUS-008314,Isaura Salcedo Ugarte,Lima,Hogar Item 412,Hogar,1,614.64,Tarjeta CMR
SALE-000159,2026-02-12 19:50:02,CUS-005803,Melisa Múñiz,Piura,Tecnología Item 359,Tecnología,1,3383.14,App Fpay
SALE-000160,2026-04-18 03:30:07,CUS-006783,Florentino Gelabert Agudo,Cusco,Moda Item 702,Moda,1,299.63,Débito
SALE-000161,2026-01-04 17:24:47,CUS-009839,Isabel Belda-Checa,Cusco,Tecnología Item 383,Tecnología,1,2791.74,App Fpay
SALE-000162,2026-02-21 11:21:35,CUS-004288,Montserrat Melania Guardiola Batalla,Piura,Hogar Item 691,Hogar,1,172.91,Débito
SALE-000163,2026-01-23 07:07:07,CUS-001145,Olga Mónica Mateu Codina,Lima,Tecnología Item 192,Tecnología,1,1143.01,Efectivo
SALE-000164,2026-04-08 10:39:42,CUS-003586,Natalio Chaves,Piura,Electrohogar Item 665,Electrohogar,1,579.54,Tarjeta CMR
SALE-000165,2026-01-30 12:18:37,CUS-003581,Jordi Rodríguez Tomé,Piura,Calzado Item 117,Calzado,2,603.16,Efectivo
SALE-000166,2026-03-28 06:45:45,CUS-006533,Felisa Ferrer Rocha,Lima,Electrohogar Item 768,Electrohogar,1,1009.42,Efectivo
SALE-000167,2026-02-15 18:54:38,CUS-006331,Rodolfo Almeida Tolosa,Cusco,Moda Item 850,Moda,1,151.72,Débito
SALE-000168,2026-04-25 03:56:44,CUS-007246,Maximiano Yáñez Ferrán,Cusco,Hogar Item 1000,Hogar,1,300.15,Débito
SALE-000169,2026-02-01 22:38:30,CUS-000266,Ainara Iniesta-Gárate,Lima,Electrohogar Item 706,Electrohogar,1,3040.32,Débito
SALE-000170,2026-02-20 18:44:44,CUS-009063,Adolfo Portero,Trujillo,Moda Item 897,Moda,2,368.08,Efectivo
SALE-000171,2026-04-16 09:17:00,CUS-005172,Herberto Perea Calderon,Arequipa,Electrohogar Item 716,Electrohogar,1,1851.06,Tarjeta CMR
SALE-000172,2026-01-03 19:00:18,CUS-008186,Bernardita Valderrama Mayo,Trujillo,Hogar Item 797,Hogar,1,854.12,Efectivo
SALE-000173,2026-03-30 15:25:45,CUS-003711,Elisa del Menéndez,Arequipa,Tecnología Item 620,Tecnología,1,1537.18,Tarjeta CMR
SALE-000174,2026-04-08 22:05:38,CUS-004758,Mateo Fuertes Vall,Piura,Tecnología Item 331,Tecnología,1,4188.63,App Fpay
SALE-000175,2026-01-29 11:15:53,CUS-000834,Benito de Molins,Lima,Hogar Item 339,Hogar,1,152.09,Tarjeta CMR
SALE-000176,2026-04-05 04:53:32,CUS-002473,Heriberto Herrera Vicente,Cusco,Tecnología Item 226,Tecnología,1,4247.88,Tarjeta CMR
SALE-000177,2026-03-30 21:07:32,CUS-000294,Mar Martí Riba,Arequipa,Calzado Item 10,Calzado,1,368.29,App Fpay
SALE-000178,2026-01-31 02:24:22,CUS-006052,Maximino Folch Martínez,Trujillo,Moda Item 951,Moda,1,54.6,Débito
SALE-000179,2026-03-14 23:33:32,CUS-000268,Nereida Maricruz Escobar Melero,Trujillo,Moda Item 457,Moda,4,674.15,Efectivo
SALE-000180,2026-04-21 12:00:48,CUS-005506,Matilde Azorin-Arnau,Trujillo,Moda Item 780,Moda,1,129.97,Efectivo
SALE-000181,2026-03-30 10:44:44,CUS-005448,Aurora Becerra-Jordán,Lima,Moda Item 326,Moda,3,319.11,Tarjeta CMR
SALE-000182,2026-01-27 08:22:33,CUS-000730,Olga Rosales Barrios,Arequipa,Tecnología Item 776,Tecnología,1,3392.93,App Fpay
SALE-000183,2026-01-06 10:10:28,CUS-006532,Yolanda Luna Nogueira,Cusco,Calzado Item 351,Calzado,2,1013.02,Débito
SALE-000184,2026-01-27 10:37:55,CUS-004463,Amelia Belén Palomares Lladó,Cusco,Calzado Item 862,Calzado,1,294.15,App Fpay
SALE-000185,2026-01-31 13:48:04,CUS-008089,Fermín Ariel Montesinos Ruiz,Cusco,Electrohogar Item 77,Electrohogar,1,3092.92,Débito
SALE-000186,2026-04-14 23:22:09,CUS-000415,Apolonia Carretero Losada,Cusco,Tecnología Item 335,Tecnología,2,3074.34,App Fpay
SALE-000187,2026-04-06 22:21:54,CUS-005405,Natalia Montero,Trujillo,Moda Item 152,Moda,2,299.91,Débito
SALE-000188,2026-02-11 21:19:08,CUS-007633,Noelia de Leon,Cusco,Calzado Item 49,Calzado,1,156.11,Efectivo
SALE-000189,2026-05-03 13:44:24,CUS-003829,Ceferino Gonzalez Saavedra,Trujillo,Tecnología Item 762,Tecnología,3,4263.37,Efectivo
SALE-000190,2026-04-16 12:04:30,CUS-001023,Agapito Valentín Mora Mate,Arequipa,Moda Item 843,Moda,1,37.17,Tarjeta CMR
